groupname,level,glottocode,domain,basic,combo_name,sign,scholarly,langname,convergence,convergence_set,zeta,words
Oceanic languages,group,lonw1238,"noun, verb",0,gardeningcombo,positive,1,Lonwolwol,converged,converged,5.203080900225953,"garden, gardening, gardener, floriculture"
Cheke Holo,single,chek1238,noun,0,fishcombo,positive,1,Cheke Holo,converged,converged,5.171458682361814,fish
Asian,group,cent1990,noun,1,ricecombo,positive,1,Central Nicobarese,converged,converged,5.077657697757169,rice
Oceanic languages,group,tahi1242,"noun, verb",0,buildingcombo,positive,1,Tahitian,converged,converged,5.052214061729567,"build, construct, building, construction, dwelling, house"
Paama,single,paam1238,noun,0,treecombo,positive,1,Paama,converged,converged,5.004461594622831,tree
East and southeast asian,group,mara1404,noun,1,windcombo,positive,1,Maranao,converged,converged,4.949640428407984,wind
East and southeast asian,group,biat1246,noun,1,raincombo,positive,1,Biatah Bidayuh,converged,converged,4.938937155969105,"rain, rainfall, rainwater"
Gela,single,gela1263,noun,0,treecombo,positive,1,Gela,converged,converged,4.919965453662594,tree
Papua New Guinea,group,surs1246,noun,0,birdcombo,positive,1,Sursurunga,converged,converged,4.897127054159407,bird
Southeast asian,group,lund1271,"noun, adjective, verb",0,emotioncombo,positive,1,Lundayeh,converged,converged,4.825306396120434,"anger, anxiety, envy, fear, gloomy, grief, happy, hate, hope, joy, love, pity, proud, regret, sad, shame, surprised, worry, merry, desire, good, like, bad, want, happiness"
Oceanic,group,ralu1237,noun,1,windcombo,positive,1,Raluana,converged,converged,4.767322505926908,wind
Oceanic,group,niue1239,noun,1,windcombo,positive,1,Niuean,converged,converged,4.763345534209006,wind
Papua New Guinea,group,kyak1244,noun,0,birdcombo,positive,1,Kyaka,converged,converged,4.751518442024734,bird
Oceanic languages,group,tong1325,"noun, verb",0,gardeningcombo,positive,1,Tonga,converged,converged,4.742734085787531,"garden, gardening, gardener, floriculture"
Papua New Guinea,group,kwom1262,noun,0,birdcombo,positive,1,Kwoma,converged,converged,4.640891826683819,bird
East and southeast asian,group,iban1264,noun,0,fishcombo,positive,1,Iban,converged,converged,4.573499281905732,fish
Oceanic,group,lonw1238,noun,1,windcombo,positive,1,Lonwolwol,converged,converged,4.45023920067293,wind
East and southeast asian,group,bara1370,noun,0,fishcombo,positive,1,Baram Kayan,converged,converged,4.440646259245349,fish
East and southeast asian,group,biat1246,noun,0,insectscombo,positive,1,Biatah Bidayuh,converged,converged,4.395712498824415,insect
Aleut,single,aleu1260,noun,0,bodypartscombo,positive,1,Aleut,converged,converged,4.376029155090798,"bile, breath, catarrh, pus, defecation, excrement, faeces, fart, gall, menses, mucous, mucus, phlegm, saliva, snot, placenta, semen, shit, spittle, sweat, tear, urine, vernix, vomit, beard, cheek, chin, eye, eyeball, eyebrow, eyelash, eyelid, face, forehead, gum, labium, lip, mandible, masseter, molar, moustache, mouth, mustache, nose, nostril, overlip, philtrum, pupil, iris, spectacle, stubble, tongue, tooth, teeth, whisker, backbone, belly, bicep, bladder, blood, bone, bowel, brain, cartilage, cervix, cheekbone, collarbone, coccyx, fat, flesh, gallbladder, gut, heart, hipbone, intestine, jaw, kidney, knee-cap, kneecap, knuckle, liver, lung, marrow, meat, muscle, navel, nerve, oesophagus, palate, pelvis, rectum, rib, seat-bone, shin, skeleton, skull, spine, spleen, sternum, stomach, tendon, testicle, throat, uvula, uterus, vein, velum, windpipe, womb, abdomen, ankle, anus, arm, armpit, arse, belly, body, breast, bum, buttock, chest, clavicle, clitoris, corpse, crotch, ear, ear-hole, earlobe, elbow, finger, fingernail, finger-tip, fontanel, fontanelle, foot, feet, forearm, foreskin, groin, hair, hand, palm, head, heel, hip, waist, knee, knuckle, leg, limb, nail, nape, spine, navel, neck, throat, nipple, oesophagus, palm, pate, penis, tail, pharynx, rump, scalp, skull, scrotum, shin, shoulder, skin, sole, stomach, testicle, thigh, thorax, thumb, toe, toenail, torso, underarm, uvula, vagina, vulva, wrinkle, wrist, genital"
East and southeast asian,group,tetu1245,noun,0,insectscombo,positive,1,Tetum,converged,converged,4.355919444981079,insect
Fijian,group,fiji1243,noun,0,treecombo,positive,1,Fijian,converged,converged,4.327408157385227,tree
East and southeast asian,group,magu1243,noun,0,fishcombo,positive,1,Maguindanao,converged,converged,4.225938547737425,fish
East and southeast asian,group,kach1280,noun,0,insectscombo,positive,1,Southern Jinghpaw,converged,converged,4.203007317079577,insect
Tonga,single,tong1325,noun,0,fishcombo,positive,1,Tonga,converged,converged,4.151654420977364,fish
East and southeast asian,group,mara1404,noun,0,fishcombo,positive,1,Maranao,converged,converged,4.135335191935381,fish
Niuean,single,niue1239,noun,0,treecombo,positive,1,Niuean,converged,converged,4.1300290227637175,tree
East and southeast asian,group,cent2292,noun,0,insectscombo,positive,1,Central Bontoc,converged,converged,4.038262825007823,insect
East and southeast asian,group,bara1370,noun,1,raincombo,positive,1,Baram Kayan,converged,converged,3.985564526356547,"rain, rainfall, rainwater"
Aneityum,single,anei1239,noun,0,fishcombo,positive,1,Aneityum,converged,converged,3.9433340113095046,fish
Australian languages,group,bard1255,noun,1,emuscombo,positive,1,Bardi,converged,converged,3.9092032683310762,emu
East and southeast asian,group,lund1271,noun,0,fishcombo,positive,1,Lundayeh,converged,converged,3.893071753493748,fish
East and southeast asian,group,iban1264,noun,0,insectscombo,positive,1,Iban,converged,converged,3.881213889283233,insect
Southeast asian,group,kach1280,"noun, adjective, verb",0,emotioncombo,positive,1,Southern Jinghpaw,converged,converged,3.8212302650626193,"anger, anxiety, envy, fear, gloomy, grief, happy, hate, hope, joy, love, pity, proud, regret, sad, shame, surprised, worry, merry, desire, good, like, bad, want, happiness"
Oceanic languages,group,tiko1237,"noun, verb",0,buildingcombo,positive,1,Tikopia,converged,converged,3.818653337458776,"build, construct, building, construction, dwelling, house"
East and southeast asian,group,nung1283,noun,0,insectscombo,positive,1,Nung,converged,converged,3.809089508522593,insect
Oceanic languages,group,urip1240,"noun, verb",0,gardeningcombo,positive,1,Uripiv,converged,converged,3.7784862239187027,"garden, gardening, gardener, floriculture"
Australian languages,group,pint1250,noun,1,chrysaliscombo,positive,1,Pintupi-Luritja,converged,converged,3.7122236995561537,chrysalis
Australian languages,group,bard1255,noun,1,eelscombo,positive,1,Bardi,converged,converged,3.706977474432682,eel
East and southeast asian,group,muna1247,noun,1,windcombo,positive,1,Muna,converged,converged,3.6482321054366027,wind
East and southeast asian,group,sema1266,noun,0,insectscombo,positive,1,Semai,converged,converged,3.575149750558682,insect
Asian,group,temi1246,noun,1,ricecombo,positive,1,Temiar,converged,converged,3.55742773244176,rice
East and southeast asian,group,temi1246,noun,1,ricecombo,positive,1,Temiar,converged,converged,3.55742773244176,rice
East and southeast asian,group,angg1239,noun,1,raincombo,positive,1,Angguruk Yali,converged,converged,3.4607086601790513,"rain, rainfall, rainwater"
Southeast asian,group,besi1244,"noun, adjective, verb",0,emotioncombo,positive,1,Besisi,converged,converged,3.3343292239041817,"anger, anxiety, envy, fear, gloomy, grief, happy, hate, hope, joy, love, pity, proud, regret, sad, shame, surprised, worry, merry, desire, good, like, bad, want, happiness"
Oceanic languages,group,rotu1241,"noun, verb",0,gardeningcombo,positive,1,Rotuman,converged,converged,3.3191265053501264,"garden, gardening, gardener, floriculture"
Yupik,group,cent2128,noun,1,windcombo,positive,1,Central Siberian Yupik,converged,converged,3.292699324100423,wind
East and southeast asian,group,angg1239,noun,1,windcombo,positive,1,Angguruk Yali,converged,converged,3.2746137733919065,wind
Oceanic,group,ayiw1239,noun,1,windcombo,positive,1,Äiwoo,converged,converged,3.2023093989521567,wind
Polynesian,group,toke1240,noun,1,bananacombo,positive,1,Tokelau,converged,converged,3.1869533012889817,banana
Oceanic languages,group,toab1237,"noun, verb",0,buildingcombo,positive,1,To'abaita,converged,converged,3.154954760527889,"build, construct, building, construction, dwelling, house"
East and southeast asian,group,yaka1277,noun,1,windcombo,positive,1,Yakan,converged,converged,3.101053304602509,wind
East and southeast asian,group,hmon1264,noun,1,raincombo,positive,1,Hmong Njua,converged,converged,3.07079681878097,"rain, rainfall, rainwater"
Rotuman,single,rotu1241,noun,0,treecombo,positive,1,Rotuman,converged,converged,3.0555187282342993,tree
Oceanic languages,group,chuu1238,"noun, verb",0,buildingcombo,positive,1,Chuukese,converged,converged,3.0249643942516258,"build, construct, building, construction, dwelling, house"
European,group,cent2128,noun,0,timecombo,positive,1,Central Siberian Yupik,converged,converged,3.0221310434150763,"time, duration, period, year, season, month, week, hour, minute, second, day, night, dawn, morning, noon, midday, afternoon, evening, clock, chronology, calendar, present, past, future, yesterday, tomorrow"
Oceanic languages,group,geda1237,"noun, verb",0,gardeningcombo,positive,1,Gedaged,converged,converged,2.9773926763578955,"garden, gardening, gardener, floriculture"
East and southeast asian,group,nung1283,noun,1,raincombo,positive,1,Nung,converged,converged,2.973187043799669,"rain, rainfall, rainwater"
East and southeast asian,group,tbol1240,noun,0,insectscombo,positive,1,Tboli,converged,converged,2.9690789373898463,insect
Australian languages,group,yank1247,noun,1,chrysaliscombo,positive,1,Yankunytjatjara,converged,converged,2.9450110102128026,chrysalis
East and southeast asian,group,mara1382,noun,0,insectscombo,positive,1,Mara Chin,converged,converged,2.929256026608727,insect
Asian,group,west2420,noun,1,ricecombo,positive,1,Western Parbate Kham,converged,converged,2.8881231163970478,rice
Southeast asian,group,biat1246,"noun, adjective, verb",0,emotioncombo,positive,1,Biatah Bidayuh,converged,converged,2.8807385769050513,"anger, anxiety, envy, fear, gloomy, grief, happy, hate, hope, joy, love, pity, proud, regret, sad, shame, surprised, worry, merry, desire, good, like, bad, want, happiness"
Oceanic,group,naka1262,noun,1,windcombo,positive,1,Nakanai,converged,converged,2.8389039912206964,wind
East and southeast asian,group,mara1382,noun,1,raincombo,positive,1,Mara Chin,converged,converged,2.82745616340892,"rain, rainfall, rainwater"
Oceanic languages,group,pohn1238,"noun, verb",0,buildingcombo,positive,1,Pohnpeian,converged,converged,2.8010823075961535,"build, construct, building, construction, dwelling, house"
East and southeast asian,group,yaka1277,noun,0,insectscombo,positive,1,Yakan,converged,converged,2.7463056751996273,insect
Papua New Guinea,group,naka1262,noun,0,birdcombo,positive,1,Nakanai,converged,converged,2.6997265920729796,bird
Southeast asian,group,bara1370,"noun, adjective, verb",0,emotioncombo,positive,1,Baram Kayan,converged,converged,2.662862238551244,"anger, anxiety, envy, fear, gloomy, grief, happy, hate, hope, joy, love, pity, proud, regret, sad, shame, surprised, worry, merry, desire, good, like, bad, want, happiness"
Oceanic,group,paam1238,noun,1,windcombo,positive,1,Paama,converged,converged,2.6417366658727595,wind
East and southeast asian,group,casi1235,noun,1,raincombo,positive,1,Casiguran-Nagtipunan Agta,converged,converged,2.5926860559111833,"rain, rainfall, rainwater"
Oceanic languages,group,niue1239,"noun, verb",0,buildingcombo,positive,1,Niuean,converged,converged,2.576344695861528,"build, construct, building, construction, dwelling, house"
Australian languages,group,ngaa1240,noun,1,starscombo,positive,1,Ngaanyatjarra,converged,converged,2.559061080071182,star
Yana,single,yana1271,noun,1,sightcombo,positive,1,Yana,converged,converged,2.5077156311817443,"eye, sight, vision, optic, oculus, oculi"
Southeast asian,group,mara1404,"noun, adjective, verb",0,emotioncombo,positive,1,Maranao,converged,converged,2.5072121712853073,"anger, anxiety, envy, fear, gloomy, grief, happy, hate, hope, joy, love, pity, proud, regret, sad, shame, surprised, worry, merry, desire, good, like, bad, want, happiness"
Australian languages,group,warl1254,noun,1,sandcombo,positive,1,Warlpiri,converged,converged,2.416330383271883,sand
Southeast asian,group,yaka1277,"noun, adjective, verb",0,emotioncombo,positive,1,Yakan,converged,converged,2.388919810713523,"anger, anxiety, envy, fear, gloomy, grief, happy, hate, hope, joy, love, pity, proud, regret, sad, shame, surprised, worry, merry, desire, good, like, bad, want, happiness"
East and southeast asian,group,mara1382,noun,0,fishcombo,positive,1,Mara Chin,converged,converged,2.3786011176473534,fish
Australian languages,group,mara1385,noun,1,chrysaliscombo,positive,1,Marra,converged,converged,2.366716640412656,chrysalis
East and southeast asian,group,bata1298,noun,0,insectscombo,positive,1,Batad Ifugao,converged,converged,2.2536880323056154,insect
Polynesian,group,tuam1242,noun,1,tarocombo,positive,1,Tuamotuan,converged,converged,2.2466099560829718,"taro, cocoyam, dasheen, eddo"
Asian,group,kokb1239,noun,1,ricecombo,positive,1,Kok Borok,converged,converged,2.1994963986550613,rice
ǂHaba,single,naro1249,noun,1,tastecombo,positive,1,Naro,converged,converged,2.1154257990740715,"taste, tasting, gustation"
East and southeast asian,group,lund1271,noun,1,raincombo,positive,1,Lundayeh,converged,converged,2.0953950493063793,"rain, rainfall, rainwater"
Australian languages,group,mudb1240,noun,1,chrysaliscombo,positive,1,Mudburra,converged,converged,2.0032176443402068,chrysalis
Oceanic languages,group,chuu1238,"noun, verb",0,gardeningcombo,positive,1,Chuukese,converged,converged,1.9490037696013207,"garden, gardening, gardener, floriculture"
Southeast asian,group,kosa1249,"noun, adjective, verb",0,emotioncombo,positive,1,Kosarek Yale,converged,converged,1.9330690057166382,"anger, anxiety, envy, fear, gloomy, grief, happy, hate, hope, joy, love, pity, proud, regret, sad, shame, surprised, worry, merry, desire, good, like, bad, want, happiness"
Lushei,single,lush1249,noun,1,antcombo,positive,1,Mizo,converged,converged,1.9241743183889093,"ant, emmet, pismire"
Australian languages,group,mara1385,noun,1,sandcombo,positive,1,Marra,converged,converged,1.919558356986091,sand
Oceanic languages,group,chek1238,"noun, verb",0,buildingcombo,positive,1,Cheke Holo,converged,converged,1.8157036919736163,"build, construct, building, construction, dwelling, house"
East and southeast asian,group,tetu1245,noun,0,fishcombo,positive,1,Tetum,converged,converged,1.8126214739380213,fish
East and southeast asian,group,lund1271,noun,0,insectscombo,positive,1,Lundayeh,converged,converged,1.80503551808345,insect
Papua New Guinea,group,kate1253,noun,0,birdcombo,positive,1,Kâte,converged,converged,1.7998919551119013,bird
Lushei,single,lush1249,noun,1,basketcombo,positive,1,Mizo,converged,converged,1.7942325020966907,"basket, handbasket"
Arabic,group,anda1287,noun,1,smellcombo,positive,1,Andalusian Arabic,converged,converged,1.7933712759974425,"smell, odor, odour, aroma, scent, smelling"
Oceanic,group,surs1246,noun,1,windcombo,positive,1,Sursurunga,converged,converged,1.7755925159093948,wind
Asian,group,ladi1251,noun,1,ricecombo,positive,1,Ladino,converged,converged,1.7684202817037087,rice
Oceanic languages,group,toke1240,"noun, verb",0,buildingcombo,positive,1,Tokelau,converged,converged,1.7495209827481881,"build, construct, building, construction, dwelling, house"
German,group,penn1240,noun,1,beercombo,positive,1,Pennsylvania German,converged,converged,1.7314390361048466,beer
East and southeast asian,group,besi1244,noun,0,insectscombo,positive,1,Besisi,converged,converged,1.7119191202639399,insect
Polynesian,group,tuva1244,noun,1,bananacombo,positive,1,Tuvalu,converged,converged,1.6840797691087472,banana
Oceanic,group,anei1239,noun,1,windcombo,positive,1,Aneityum,converged,converged,1.6752444336949128,wind
East and southeast asian,group,angg1239,noun,0,weathercombo,positive,1,Angguruk Yali,converged,converged,1.5670851865225595,"weather, climate, thunder, lightning, wind, cloud, mist, precipitation, dew, rain, hail, snow, rainbow"
East and southeast asian,group,muna1247,noun,0,weathercombo,positive,1,Muna,converged,converged,1.5589497407966857,"weather, climate, thunder, lightning, wind, cloud, mist, precipitation, dew, rain, hail, snow, rainbow"
East and southeast asian,group,besi1244,noun,1,raincombo,positive,1,Besisi,converged,converged,1.5566876139426533,"rain, rainfall, rainwater"
Asian,group,chan1313,noun,1,ricecombo,positive,1,Chang Naga,converged,converged,1.5548403125279664,rice
East and southeast asian,group,chan1313,noun,1,ricecombo,positive,1,Chang Naga,converged,converged,1.5548403125279664,rice
East and southeast asian,group,yaka1277,noun,0,weathercombo,positive,1,Yakan,converged,converged,1.5504487809075627,"weather, climate, thunder, lightning, wind, cloud, mist, precipitation, dew, rain, hail, snow, rainbow"
Wayan Fijian,single,fiji1243,noun,1,crustaceanscombo,positive,1,Fijian,converged,converged,1.5495423238448518,crustacean
Maori,group,raro1241,noun,0,treecombo,positive,1,Southern Cook Island Maori,converged,converged,1.4947392849178487,tree
Australian languages,group,mara1385,noun,1,starscombo,positive,1,Marra,converged,converged,1.4506567253849434,star
East and southeast asian,group,iban1264,noun,1,windcombo,positive,1,Iban,converged,converged,1.427808888296888,wind
Polynesian,group,tong1325,noun,1,tarocombo,positive,1,Tonga,converged,converged,1.4042342847876519,"taro, cocoyam, dasheen, eddo"
East and southeast asian,group,casi1235,noun,1,windcombo,positive,1,Casiguran-Nagtipunan Agta,converged,converged,1.3952773331032131,wind
East and southeast asian,group,akha1245,noun,0,insectscombo,positive,1,Akha,converged,converged,1.3451241903082922,insect
Australian languages,group,thay1249,noun,1,sandcombo,positive,1,Thayore,converged,converged,1.3335756737041176,sand
Maori,group,raro1241,noun,1,ferncombo,positive,1,Southern Cook Island Maori,converged,converged,1.3267608523274992,fern
East and southeast asian,group,bara1370,noun,0,insectscombo,positive,1,Baram Kayan,converged,converged,1.3207158811360429,insect
Southeast asian,group,muna1247,"noun, adjective, verb",0,emotioncombo,positive,1,Muna,converged,converged,1.2926978321310707,"anger, anxiety, envy, fear, gloomy, grief, happy, hate, hope, joy, love, pity, proud, regret, sad, shame, surprised, worry, merry, desire, good, like, bad, want, happiness"
East and southeast asian,group,magu1243,noun,1,windcombo,positive,1,Maguindanao,converged,converged,1.2873562873301359,wind
East and southeast asian,group,kosa1249,noun,0,weathercombo,positive,1,Kosarek Yale,converged,converged,1.2661481129800256,"weather, climate, thunder, lightning, wind, cloud, mist, precipitation, dew, rain, hail, snow, rainbow"
East and southeast asian,group,angg1239,noun,0,insectscombo,positive,1,Angguruk Yali,converged,converged,1.2277927365256767,insect
Southeast asian,group,hmon1333,"noun, adjective, verb",0,emotioncombo,positive,1,Hmong Daw,converged,converged,1.2070890926738835,"anger, anxiety, envy, fear, gloomy, grief, happy, hate, hope, joy, love, pity, proud, regret, sad, shame, surprised, worry, merry, desire, good, like, bad, want, happiness"
Australian languages,group,mara1385,noun,1,eelscombo,positive,1,Marra,converged,converged,1.1593232176593298,eel
Southeast asian,group,tbol1240,"noun, adjective, verb",0,emotioncombo,positive,1,Tboli,converged,converged,1.1386933696764145,"anger, anxiety, envy, fear, gloomy, grief, happy, hate, hope, joy, love, pity, proud, regret, sad, shame, surprised, worry, merry, desire, good, like, bad, want, happiness"
East and southeast asian,group,lisu1250,noun,0,insectscombo,positive,1,Lisu,converged,converged,1.1228821999032188,insect
Australian languages,group,tiwi1244,noun,1,sandcombo,positive,1,Tiwi,converged,converged,1.1097295968891367,sand
East and southeast asian,group,nung1283,noun,0,fishcombo,positive,1,Nung,converged,converged,1.058161177839847,fish
East and southeast asian,group,tbol1240,noun,0,weathercombo,positive,1,Tboli,converged,converged,1.0063182331504517,"weather, climate, thunder, lightning, wind, cloud, mist, precipitation, dew, rain, hail, snow, rainbow"
Oceanic,group,wamp1247,noun,1,windcombo,positive,1,Wampar,converged,converged,0.974666711914994,wind
Oceanic,group,toab1237,noun,1,windcombo,positive,1,To'abaita,converged,converged,0.9650218420613617,wind
East and southeast asian,group,akha1245,noun,0,fishcombo,positive,1,Akha,converged,converged,0.9598741499859667,fish
Oceanic languages,group,tong1325,"noun, verb",0,buildingcombo,positive,1,Tonga,converged,converged,0.9365787797844707,"build, construct, building, construction, dwelling, house"
Asian,group,kati1270,noun,1,ricecombo,positive,1,Katë,converged,converged,0.9227253270921117,rice
East and southeast asian,group,lund1271,noun,1,windcombo,positive,1,Lundayeh,converged,converged,0.9129819737016805,wind
Australian languages,group,ngal1292,noun,1,starscombo,positive,1,Ngalkbun,converged,converged,0.9104326362245372,star
Oceanic languages,group,caro1242,"noun, verb",0,buildingcombo,positive,1,Carolinian,converged,converged,0.8245152674224494,"build, construct, building, construction, dwelling, house"
East and southeast asian,group,temi1246,noun,0,fishcombo,positive,1,Temiar,converged,converged,0.8152506775824209,fish
Oceanic languages,group,pulu1242,"noun, verb",0,gardeningcombo,positive,1,Puluwatese,converged,converged,0.7794382743780015,"garden, gardening, gardener, floriculture"
Lushei,single,lush1249,noun,1,deercombo,positive,1,Mizo,converged,converged,0.7548932032892371,"deer, cervid"
East and southeast asian,group,cent2292,noun,0,weathercombo,positive,1,Central Bontoc,converged,converged,0.733233029711533,"weather, climate, thunder, lightning, wind, cloud, mist, precipitation, dew, rain, hail, snow, rainbow"
East and southeast asian,group,iban1264,noun,0,weathercombo,positive,1,Iban,converged,converged,0.7034216001017808,"weather, climate, thunder, lightning, wind, cloud, mist, precipitation, dew, rain, hail, snow, rainbow"
Oceanic languages,group,ayiw1239,"noun, verb",0,buildingcombo,positive,1,Äiwoo,converged,converged,0.6682874184277946,"build, construct, building, construction, dwelling, house"
Southeast asian,group,magu1243,"noun, adjective, verb",0,emotioncombo,positive,1,Maguindanao,converged,converged,0.6527448759739816,"anger, anxiety, envy, fear, gloomy, grief, happy, hate, hope, joy, love, pity, proud, regret, sad, shame, surprised, worry, merry, desire, good, like, bad, want, happiness"
East and southeast asian,group,kach1280,noun,0,fishcombo,positive,1,Southern Jinghpaw,converged,converged,0.6497388215794753,fish
Australian languages,group,thay1249,noun,1,chrysaliscombo,positive,1,Thayore,converged,converged,0.6005712577663301,chrysalis
Oceanic languages,group,tuva1244,"noun, verb",0,gardeningcombo,positive,1,Tuvalu,converged,converged,0.5787083930870727,"garden, gardening, gardener, floriculture"
Australian languages,group,nung1290,noun,1,starscombo,positive,1,Wubuy,converged,converged,0.5762809970820001,star
Oceanic languages,group,toke1240,"noun, verb",0,gardeningcombo,positive,1,Tokelau,converged,converged,0.5547371691768379,"garden, gardening, gardener, floriculture"
Oceanic languages,group,taku1257,"noun, verb",0,buildingcombo,positive,1,Takuu,converged,converged,0.5141649224458008,"build, construct, building, construction, dwelling, house"
East and southeast asian,group,lisu1250,noun,0,weathercombo,positive,1,Lisu,converged,converged,0.5105978801751884,"weather, climate, thunder, lightning, wind, cloud, mist, precipitation, dew, rain, hail, snow, rainbow"
Oceanic languages,group,raro1241,"noun, verb",0,gardeningcombo,positive,1,Southern Cook Island Maori,converged,converged,0.5012741337606448,"garden, gardening, gardener, floriculture"
Semai,single,sema1266,noun,1,smellcombo,positive,1,Semai,converged,converged,0.4979261764764039,"smell, odor, odour, aroma, scent, smelling"
East and southeast asian,group,hmon1264,noun,0,weathercombo,positive,1,Hmong Njua,converged,converged,0.48457430450311717,"weather, climate, thunder, lightning, wind, cloud, mist, precipitation, dew, rain, hail, snow, rainbow"
East and southeast asian,group,kosa1249,noun,0,insectscombo,positive,1,Kosarek Yale,converged,converged,0.47816074848424056,insect
Oceanic,group,chek1238,noun,1,windcombo,positive,1,Cheke Holo,converged,converged,0.4671278963956893,wind
Oceanic languages,group,rotu1241,"noun, verb",0,buildingcombo,positive,1,Rotuman,converged,converged,0.45520190468959487,"build, construct, building, construction, dwelling, house"
Oceanic,group,yape1248,noun,1,windcombo,positive,1,Yapese,converged,converged,0.45047962268631314,wind
Southeast asian,group,mara1382,"noun, adjective, verb",0,emotioncombo,positive,1,Mara Chin,converged,converged,0.4157161500009579,"anger, anxiety, envy, fear, gloomy, grief, happy, hate, hope, joy, love, pity, proud, regret, sad, shame, surprised, worry, merry, desire, good, like, bad, want, happiness"
East and southeast asian,group,magu1243,noun,0,insectscombo,positive,1,Maguindanao,converged,converged,0.4085934736784157,insect
Papua New Guinea,group,gras1249,noun,0,birdcombo,positive,1,Grass Koiari,converged,converged,0.39270993385033676,bird
East and southeast asian,group,lisu1250,noun,1,windcombo,positive,1,Lisu,converged,converged,0.3460076628852159,wind
East and southeast asian,group,hmon1264,noun,0,insectscombo,positive,1,Hmong Njua,converged,converged,0.3431136895541932,insect
Oceanic languages,group,samo1305,"noun, verb",0,buildingcombo,positive,1,Samoan,converged,converged,0.3324189961929223,"build, construct, building, construction, dwelling, house"
Australian languages,group,bard1255,noun,1,chrysaliscombo,positive,1,Bardi,converged,converged,0.308678143101503,chrysalis
Australian languages,group,warl1254,noun,1,chrysaliscombo,positive,1,Warlpiri,converged,converged,0.26221576822243847,chrysalis
Australian languages,group,tiwi1244,noun,1,chrysaliscombo,positive,1,Tiwi,converged,converged,0.22477031133149086,chrysalis
East and southeast asian,group,kach1280,noun,1,windcombo,positive,1,Southern Jinghpaw,converged,converged,0.17700546084108096,wind
Oceanic languages,group,wamp1247,"noun, verb",0,buildingcombo,positive,1,Wampar,converged,converged,0.13688549259633825,"build, construct, building, construction, dwelling, house"
Oceanic languages,group,raro1241,"noun, verb",0,buildingcombo,positive,1,Southern Cook Island Maori,converged,converged,0.13548445380773871,"build, construct, building, construction, dwelling, house"
Australian languages,group,pint1250,noun,1,starscombo,positive,1,Pintupi-Luritja,converged,converged,0.13105300099732817,star
Australian languages,group,nung1290,noun,1,chrysaliscombo,positive,1,Wubuy,converged,converged,0.12564000968333283,chrysalis
Oceanic languages,group,yabe1254,"noun, verb",0,buildingcombo,positive,1,Yabem,converged,converged,0.10763960485949793,"build, construct, building, construction, dwelling, house"
East and southeast asian,group,bara1370,noun,1,windcombo,positive,1,Baram Kayan,converged,converged,0.10446822546752489,wind
Australian languages,group,yiry1245,noun,1,eelscombo,positive,1,Yir-Yoront,converged,converged,0.09176204540818082,eel
Oceanic,group,wole1240,noun,1,windcombo,positive,1,Woleaian,converged,converged,0.08789578998207363,wind
Australian languages,group,tiwi1244,noun,1,emuscombo,positive,1,Tiwi,converged,converged,0.08780427945371617,emu
Oceanic languages,group,mars1254,"noun, verb",0,buildingcombo,positive,1,Marshallese,converged,converged,0.07903482664994631,"build, construct, building, construction, dwelling, house"
Oceanic languages,group,tuam1242,"noun, verb",0,buildingcombo,positive,1,Tuamotuan,converged,converged,0.061889709889779675,"build, construct, building, construction, dwelling, house"
Australian languages,group,wikm1247,noun,1,starscombo,positive,1,Wik-Mungkan,converged,converged,0.0468927351479923,star
Oceanic languages,group,yape1248,"noun, verb",0,buildingcombo,positive,1,Yapese,converged,converged,0.02662789729449187,"build, construct, building, construction, dwelling, house"
East and southeast asian,group,hmon1333,noun,1,windcombo,positive,1,Hmong Daw,converged,converged,0.013199605294459618,wind
Australian languages,group,ngal1292,noun,1,chrysaliscombo,positive,1,Ngalkbun,converged,converged,0.008068045469882516,chrysalis
Oceanic languages,group,vure1239,"noun, verb",0,buildingcombo,positive,1,Vurës,converged,converged,-0.033968631105981556,"build, construct, building, construction, dwelling, house"
Australian languages,group,wikm1247,noun,1,eelscombo,positive,1,Wik-Mungkan,converged,converged,-0.04339936707205229,eel
Australian languages,group,yank1247,noun,1,starscombo,positive,1,Yankunytjatjara,converged,converged,-0.04886125915777576,star
East and southeast asian,group,casi1235,noun,0,insectscombo,positive,1,Casiguran-Nagtipunan Agta,converged,converged,-0.049231752323955616,insect
East and southeast asian,group,monn1252,noun,1,raincombo,positive,1,Mon,converged,converged,-0.05227504300284846,"rain, rainfall, rainwater"
Oceanic languages,group,yape1248,"noun, verb",0,gardeningcombo,positive,1,Yapese,converged,converged,-0.07775007721904971,"garden, gardening, gardener, floriculture"
Oceanic languages,group,tuva1244,"noun, verb",0,buildingcombo,positive,1,Tuvalu,converged,converged,-0.09327348113745128,"build, construct, building, construction, dwelling, house"
Australian languages,group,wikm1247,noun,1,chrysaliscombo,positive,1,Wik-Mungkan,converged,converged,-0.09710225047851813,chrysalis
Australian languages,group,thay1249,noun,1,starscombo,positive,1,Thayore,converged,converged,-0.12745220146433,star
East and southeast asian,group,hmon1333,noun,0,insectscombo,positive,1,Hmong Daw,converged,converged,-0.14518156448932668,insect
Australian languages,group,mudb1240,noun,1,starscombo,positive,1,Mudburra,converged,converged,-0.15508431553651816,star
East and southeast asian,group,nung1283,noun,1,windcombo,positive,1,Nung,converged,converged,-0.18607105423625148,wind
